dataset,attack,family,pipeline,degradation,strength,restoration_prior,condition,target_label,poison_rate,ca,asr,pa,delta_ca,delta_asr,delta_pa,outcome,source_log,input_handling
CIFAR10,BadNet,attack_log,none,none,0.0,none,origin_attack,1,0.05,0.8775,1,0.1,0,0,0,origin_attack,cifar10/attack_log/20260823_124910_CIFAR10ImageFolder_BadNet_none_0.0_seed1234.log,native evaluation
CIFAR10,Blended,attack_log,none,none,0.0,none,origin_attack,1,0.05,0.8801,1,0.1,0,0,0,origin_attack,cifar10/attack_log/20260823_125003_CIFAR10ImageFolder_Blended_none_0.0_seed1234.log,native evaluation
CIFAR10,ISSBA,attack_log,none,none,0.0,none,origin_attack,1,0.05,0.8742,0.9996666667,0.1003,0,0,0,origin_attack,cifar10/attack_log/20260823_125149_CIFAR10ImageFolder_ISSBA_none_0.0_seed1234.log,native evaluation
CIFAR10,WaNet,attack_log,none,none,0.0,none,origin_attack,1,0.05,0.8823,0.9968888889,0.1025,0,0,0,origin_attack,cifar10/attack_log/20260824_055805_CIFAR10ImageFolder_WaNet_none_0.0_seed1234.log,native evaluation
CIFAR10,BadNet,diffusionzip,diffusionzip,zip,100.0,I2I-Diffusion,defense,1,0.05,0.7317268273,0.8350183313,0.2119788021,-0.1457731727,-0.1649816687,0.1119788021,attack_preservation,cifar10/diffusionzip/20260823_211023_CIFAR10ImageFolder_BadNet_diffusionzip_100.0_seed1234.log,I2I-Diffusion tiling/splitting
CIFAR10,BadNet,diffusionzip,diffusionzip,zip,200.0,I2I-Diffusion,defense,1,0.05,0.5228,0.01488723475,0.5271472853,-0.3547,-0.9851127652,0.4271472853,utility_collapse,cifar10/diffusionzip/20260823_211207_CIFAR10ImageFolder_BadNet_diffusionzip_200.0_seed1234.log,I2I-Diffusion tiling/splitting
CIFAR10,BadNet,diffusionzip,diffusionzip,zip,300.0,I2I-Diffusion,defense,1,0.05,0.3430933174,0.00464344942,0.3539074166,-0.5344066826,-0.9953565506,0.2539074166,utility_collapse,cifar10/diffusionzip/20260823_211404_CIFAR10ImageFolder_BadNet_diffusionzip_300.0_seed1234.log,I2I-Diffusion tiling/splitting
CIFAR10,BadNet,diffusionzip,diffusionzip,zip,400.0,I2I-Diffusion,defense,1,0.05,0.2535085985,0.003412593571,0.2519833399,-0.6239914015,-0.9965874064,0.1519833399,utility_collapse,cifar10/diffusionzip/20260823_211616_CIFAR10ImageFolder_BadNet_diffusionzip_400.0_seed1234.log,I2I-Diffusion tiling/splitting
CIFAR10,BadNet,diffusionzip,diffusionzip,zip,500.0,I2I-Diffusion,defense,1,0.05,0.1852360852,0.001100352113,0.2017405063,-0.6922639148,-0.9988996479,0.1017405063,utility_collapse,cifar10/diffusionzip/20260823_211840_CIFAR10ImageFolder_BadNet_diffusionzip_500.0_seed1234.log,I2I-Diffusion tiling/splitting
CIFAR10,Blended,diffusionzip,diffusionzip,zip,100.0,I2I-Diffusion,defense,1,0.05,0.7367263274,0.1531111111,0.4218,-0.1433736726,-0.8468888889,0.3218,mixed,cifar10/diffusionzip/20260823_212117_CIFAR10ImageFolder_Blended_diffusionzip_100.0_seed1234.log,I2I-Diffusion tiling/splitting
CIFAR10,Blended,diffusionzip,diffusionzip,zip,200.0,I2I-Diffusion,defense,1,0.05,0.5218,0.006222222222,0.4438,-0.3583,-0.9937777778,0.3438,utility_collapse,cifar10/diffusionzip/20260823_212301_CIFAR10ImageFolder_Blended_diffusionzip_200.0_seed1234.log,I2I-Diffusion tiling/splitting
CIFAR10,Blended,diffusionzip,diffusionzip,zip,300.0,I2I-Diffusion,defense,1,0.05,0.3441888258,0.002210921954,0.2839936293,-0.5359111742,-0.997789078,0.1839936293,utility_collapse,cifar10/diffusionzip/20260823_212441_CIFAR10ImageFolder_Blended_diffusionzip_300.0_seed1234.log,I2I-Diffusion tiling/splitting
CIFAR10,Blended,diffusionzip,diffusionzip,zip,400.0,I2I-Diffusion,defense,1,0.05,0.2471832378,0.00132144037,0.2093046325,-0.6329167622,-0.9986785596,0.1093046325,utility_collapse,cifar10/diffusionzip/20260823_212616_CIFAR10ImageFolder_Blended_diffusionzip_400.0_seed1234.log,I2I-Diffusion tiling/splitting
CIFAR10,Blended,diffusionzip,diffusionzip,zip,500.0,I2I-Diffusion,defense,1,0.05,0.1789535683,0.001210520524,0.1824745327,-0.7011464317,-0.9987894795,0.08247453269,utility_collapse,cifar10/diffusionzip/20260823_212800_CIFAR10ImageFolder_Blended_diffusionzip_500.0_seed1234.log,I2I-Diffusion tiling/splitting
CIFAR10,WaNet,diffusionzip,diffusionzip,zip,100.0,I2I-Diffusion,defense,1,0.05,0.7305269473,0.005440213168,0.65304287,-0.1517730527,-0.9914486757,0.55054287,mixed,cifar10/diffusionzip/20260823_212954_CIFAR10ImageFolder_WaNet_diffusionzip_100.0_seed1234.log,I2I-Diffusion tiling/splitting
CIFAR10,WaNet,diffusionzip,diffusionzip,zip,200.0,I2I-Diffusion,defense,1,0.05,0.5144,0.005222222222,0.4248,-0.3679,-0.9916666667,0.3223,utility_collapse,cifar10/diffusionzip/20260823_213114_CIFAR10ImageFolder_WaNet_diffusionzip_200.0_seed1234.log,I2I-Diffusion tiling/splitting
CIFAR10,WaNet,diffusionzip,diffusionzip,zip,300.0,I2I-Diffusion,defense,1,0.05,0.342296584,0.002985074627,0.2952712792,-0.540003416,-0.9939038143,0.1927712792,utility_collapse,cifar10/diffusionzip/20260823_213242_CIFAR10ImageFolder_WaNet_diffusionzip_300.0_seed1234.log,I2I-Diffusion tiling/splitting
CIFAR10,WaNet,diffusionzip,diffusionzip,zip,400.0,I2I-Diffusion,defense,1,0.05,0.2552876062,0.003961703533,0.225339546,-0.6270123938,-0.9929271854,0.122839546,utility_collapse,cifar10/diffusionzip/20260823_213420_CIFAR10ImageFolder_WaNet_diffusionzip_400.0_seed1234.log,I2I-Diffusion tiling/splitting
CIFAR10,WaNet,diffusionzip,diffusionzip,zip,500.0,I2I-Diffusion,defense,1,0.05,0.1904387945,0.005061619718,0.1949169304,-0.6918612055,-0.9918272692,0.09241693038,utility_collapse,cifar10/diffusionzip/20260823_213606_CIFAR10ImageFolder_WaNet_diffusionzip_500.0_seed1234.log,I2I-Diffusion tiling/splitting
CIFAR10,ISSBA,diffusionzip,diffusionzip,zip,100.0,I2I-Diffusion,defense,1,0.05,0.7343265673,0.006328411236,0.7392825022,-0.1398734327,-0.9933382555,0.6389825022,mixed,cifar10/diffusionzip/20260823_213803_CIFAR10ImageFolder_ISSBA_diffusionzip_100.0_seed1234.log,I2I-Diffusion tiling/splitting
CIFAR10,ISSBA,diffusionzip,diffusionzip,zip,200.0,I2I-Diffusion,defense,1,0.05,0.53,0.007666666667,0.5327,-0.3442,-0.992,0.4324,utility_collapse,cifar10/diffusionzip/20260823_213919_CIFAR10ImageFolder_ISSBA_diffusionzip_200.0_seed1234.log,I2I-Diffusion tiling/splitting
CIFAR10,ISSBA,diffusionzip,diffusionzip,zip,300.0,I2I-Diffusion,defense,1,0.05,0.3651030774,0.005196815568,0.3595181203,-0.5090969226,-0.9944698511,0.2592181203,utility_collapse,cifar10/diffusionzip/20260823_214046_CIFAR10ImageFolder_ISSBA_diffusionzip_300.0_seed1234.log,I2I-Diffusion tiling/splitting
CIFAR10,ISSBA,diffusionzip,diffusionzip,zip,400.0,I2I-Diffusion,defense,1,0.05,0.2644791461,0.00319137229,0.2551799346,-0.6097208539,-0.9964752944,0.1548799346,utility_collapse,cifar10/diffusionzip/20260823_214221_CIFAR10ImageFolder_ISSBA_diffusionzip_400.0_seed1234.log,I2I-Diffusion tiling/splitting
CIFAR10,ISSBA,diffusionzip,diffusionzip,zip,500.0,I2I-Diffusion,defense,1,0.05,0.2072248945,0.002310739437,0.2144976266,-0.6669751055,-0.9973559273,0.1141976266,utility_collapse,cifar10/diffusionzip/20260823_214404_CIFAR10ImageFolder_ISSBA_diffusionzip_500.0_seed1234.log,I2I-Diffusion tiling/splitting
CIFAR10,BadNet,haze,none,none,0.0,haze4k,defense,1,0.05,0.8738,0.9182222222,0.1062,-0.0037,-0.08177777778,0.0062,attack_preservation,cifar10/haze/haze4k_defense_log/20260823_104005_CIFAR10ImageFolder_BadNet_none_0.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,Blended,haze,none,none,0.0,haze4k,defense,1,0.05,0.8759,0.9974444444,0.1001,-0.0042,-0.002555555556,0.0001,attack_preservation,cifar10/haze/haze4k_defense_log/20260823_104811_CIFAR10ImageFolder_Blended_none_0.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,ISSBA,haze,none,none,0.0,haze4k,defense,1,0.05,0.8707,0.9953333333,0.1011,-0.0035,-0.004333333367,0.0008,attack_preservation,cifar10/haze/haze4k_defense_log/20260823_110429_CIFAR10ImageFolder_ISSBA_none_0.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,WaNet,haze,none,none,0.0,haze4k,defense,1,0.05,0.8777,0.9948888889,0.1035,-0.0046,-0.002000000011,0.001,attack_preservation,cifar10/haze/haze4k_defense_log/20260823_200520_CIFAR10ImageFolder_WaNet_none_0.0_seed1234.log,ConvIR reflect padding/crop
CIFAR10,BadNet,haze,haze,haze,0.15,none,defense,1,0.05,0.8676,1,0.1,-0.0099,0,0,attack_preservation,cifar10/haze/haze_defense_log/20260822_201325_CIFAR10ImageFolder_BadNet_haze_0.15_seed1234.log,ConvIR reflect padding/crop
CIFAR10,BadNet,haze,haze,haze,0.2,none,defense,1,0.05,0.8607,1,0.1,-0.0168,0,0,attack_preservation,cifar10/haze/haze_defense_log/20260822_201403_CIFAR10ImageFolder_BadNet_haze_0.2_seed1234.log,ConvIR reflect padding/crop
CIFAR10,BadNet,haze,haze,haze,0.5,none,defense,1,0.05,0.7462,0.9998888889,0.1001,-0.1313,-0.0001111111111,0.0001,attack_preservation,cifar10/haze/haze_defense_log/20260822_201440_CIFAR10ImageFolder_BadNet_haze_0.5_seed1234.log,ConvIR reflect padding/crop
CIFAR10,BadNet,haze,haze,haze,0.75,none,defense,1,0.05,0.2966,0.991,0.1062,-0.5809,-0.009,0.0062,utility_collapse,cifar10/haze/haze_defense_log/20260822_201537_CIFAR10ImageFolder_BadNet_haze_0.75_seed1234.log,ConvIR reflect padding/crop
CIFAR10,BadNet,haze,haze,haze,0.9,none,defense,1,0.05,0.1005,0.0003333333333,0.1004,-0.777,-0.9996666667,0.0004,utility_collapse,cifar10/haze/haze_defense_log/20260822_201658_CIFAR10ImageFolder_BadNet_haze_0.9_seed1234.log,ConvIR reflect padding/crop
CIFAR10,Blended,haze,haze,haze,0.15,none,defense,1,0.05,0.874,1,0.1,-0.0061,0,0,attack_preservation,cifar10/haze/haze_defense_log/20260822_201837_CIFAR10ImageFolder_Blended_haze_0.15_seed1234.log,ConvIR reflect padding/crop
CIFAR10,Blended,haze,haze,haze,0.2,none,defense,1,0.05,0.8695,1,0.1,-0.0106,0,0,attack_preservation,cifar10/haze/haze_defense_log/20260822_202010_CIFAR10ImageFolder_Blended_haze_0.2_seed1234.log,ConvIR reflect padding/crop
CIFAR10,Blended,haze,haze,haze,0.5,none,defense,1,0.05,0.7845,0.9991111111,0.1008,-0.0956,-0.0008888888889,0.0008,attack_preservation,cifar10/haze/haze_defense_log/20260822_202145_CIFAR10ImageFolder_Blended_haze_0.5_seed1234.log,ConvIR reflect padding/crop
CIFAR10,Blended,haze,haze,haze,0.75,none,defense,1,0.05,0.3754,0.7912222222,0.1188,-0.5047,-0.2087777778,0.0188,utility_collapse,cifar10/haze/haze_defense_log/20260822_202316_CIFAR10ImageFolder_Blended_haze_0.75_seed1234.log,ConvIR reflect padding/crop
CIFAR10,Blended,haze,haze,haze,0.9,none,defense,1,0.05,0.1011,0,0.0999,-0.779,-1,-0.0001,utility_collapse,cifar10/haze/haze_defense_log/20260822_202445_CIFAR10ImageFolder_Blended_haze_0.9_seed1234.log,ConvIR reflect padding/crop
CIFAR10,ISSBA,haze,haze,haze,0.15,none,defense,1,0.05,0.8632,0.9994444444,0.1005,-0.011,-0.0002222222556,0.0002,attack_preservation,cifar10/haze/haze_defense_log/20260822_203346_CIFAR10ImageFolder_ISSBA_haze_0.15_seed1234.log,ConvIR reflect padding/crop
CIFAR10,ISSBA,haze,haze,haze,0.2,none,defense,1,0.05,0.8545,0.9994444444,0.1005,-0.0197,-0.0002222222556,0.0002,attack_preservation,cifar10/haze/haze_defense_log/20260822_203523_CIFAR10ImageFolder_ISSBA_haze_0.2_seed1234.log,ConvIR reflect padding/crop
CIFAR10,ISSBA,haze,haze,haze,0.5,none,defense,1,0.05,0.7002,0.9973333333,0.1023,-0.174,-0.002333333367,0.002,attack_preservation,cifar10/haze/haze_defense_log/20260822_203636_CIFAR10ImageFolder_ISSBA_haze_0.5_seed1234.log,ConvIR reflect padding/crop
CIFAR10,ISSBA,haze,haze,haze,0.75,none,defense,1,0.05,0.224,0.9374444444,0.1196,-0.6502,-0.06222222226,0.0193,utility_collapse,cifar10/haze/haze_defense_log/20260822_203747_CIFAR10ImageFolder_ISSBA_haze_0.75_seed1234.log,ConvIR reflect padding/crop
CIFAR10,ISSBA,haze,haze,haze,0.9,none,defense,1,0.05,0.1,0,0.0999,-0.7742,-0.9996666667,-0.0004,utility_collapse,cifar10/haze/haze_defense_log/20260822_203914_CIFAR10ImageFolder_ISSBA_haze_0.9_seed1234.log,ConvIR reflect padding/crop
CIFAR10,WaNet,haze,haze,haze,0.15,none,defense,1,0.05,0.8749,0.9966666667,0.1027,-0.0074,-0.0002222222333,0.0002,attack_preservation,cifar10/haze/haze_defense_log/20260823_191426_CIFAR10ImageFolder_WaNet_haze_0.15_seed1234.log,ConvIR reflect padding/crop
CIFAR10,WaNet,haze,haze,haze,0.2,none,defense,1,0.05,0.8695,0.997,0.1023,-0.0128,0.0001111111,-0.0002,attack_preservation,cifar10/haze/haze_defense_log/20260823_191522_CIFAR10ImageFolder_WaNet_haze_0.2_seed1234.log,ConvIR reflect padding/crop
CIFAR10,WaNet,haze,haze,haze,0.5,none,defense,1,0.05,0.7562,0.996,0.1029,-0.1261,-0.0008888889,0.0004,attack_preservation,cifar10/haze/haze_defense_log/20260823_191645_CIFAR10ImageFolder_WaNet_haze_0.5_seed1234.log,ConvIR reflect padding/crop
CIFAR10,WaNet,haze,haze,haze,0.75,none,defense,1,0.05,0.3536,0.9857777778,0.1028,-0.5287,-0.01111111112,0.0003,utility_collapse,cifar10/haze/haze_defense_log/20260823_191814_CIFAR10ImageFolder_WaNet_haze_0.75_seed1234.log,ConvIR reflect padding/crop
CIFAR10,WaNet,haze,haze,haze,0.9,none,defense,1,0.05,0.1009,0.5004444444,0.1221,-0.7814,-0.4964444445,0.0196,utility_collapse,cifar10/haze/haze_defense_log/20260823_191948_CIFAR10ImageFolder_WaNet_haze_0.9_seed1234.log,ConvIR reflect padding/crop
CIFAR10,BadNet,haze,haze,haze,0.15,haze4k,defense,1,0.05,0.8751,0.9921111111,0.1006,-0.0024,-0.007888888889,0.0006,attack_preservation,cifar10/haze/haze_haze4k_defense_log/20260823_022105_CIFAR10ImageFolder_BadNet_haze_0.15_seed1234.log,ConvIR reflect padding/crop
CIFAR10,BadNet,haze,haze,haze,0.2,haze4k,defense,1,0.05,0.875,0.9958888889,0.1004,-0.0025,-0.004111111111,0.0004,attack_preservation,cifar10/haze/haze_haze4k_defense_log/20260823_022914_CIFAR10ImageFolder_BadNet_haze_0.2_seed1234.log,ConvIR reflect padding/crop
CIFAR10,BadNet,haze,haze,haze,0.5,haze4k,defense,1,0.05,0.8698,0.9972222222,0.1007,-0.0077,-0.002777777778,0.0007,attack_preservation,cifar10/haze/haze_haze4k_defense_log/20260823_023727_CIFAR10ImageFolder_BadNet_haze_0.5_seed1234.log,ConvIR reflect padding/crop
